,Institution_Name
20332,SUNY Stony Brook
20333,SUNY Stony Brook
20334,SUNY Stony Brook
20335,SUNY Stony Brook
20336,SUNY Stony Brook
20337,SUNY Stony Brook
20338,SUNY Stony Brook
20339,SUNY Stony Brook
20340,SUNY Stony Brook
20341,SUNY College of Environmental Science and Forestry
20342,SUNY College of Environmental Science and Forestry
20343,SUNY Polytechnic Institute
20344,SUNY Polytechnic Institute
20345,SUNY Polytechnic Institute
20346,SUNY Polytechnic Institute
20347,SUNY Polytechnic Institute
20348,SUNY Polytechnic Institute
20349,SUNY Polytechnic Institute
20350,SUNY College at Brockport
20351,SUNY College at Brockport
20352,SUNY College at Brockport
20353,SUNY College at Brockport
20354,SUNY College at Brockport
20355,SUNY College at Brockport
20356,SUNY College at Brockport
20357,SUNY College at Brockport
20358,SUNY College at Brockport
20359,SUNY College at Brockport
20360,SUNY College at Brockport
20361,SUNY College at Buffalo
20362,SUNY College at Buffalo
20363,SUNY College at Buffalo
20364,SUNY College at Buffalo
20365,SUNY College at Buffalo
20366,SUNY College at Buffalo
20367,SUNY College at Buffalo
20368,SUNY College at Buffalo
20369,SUNY College at Buffalo
20370,SUNY College at Buffalo
20371,SUNY College at Buffalo
20372,SUNY College at Buffalo
20373,SUNY College at Buffalo
20374,SUNY College at Buffalo
20375,SUNY College at Cortland
20376,SUNY College at Cortland
20377,SUNY College at Cortland
20378,SUNY College at Cortland
20379,SUNY at Fredonia
20380,SUNY at Fredonia
20381,SUNY at Fredonia
20382,SUNY at Fredonia
20383,SUNY at Fredonia
20384,SUNY at Fredonia
20385,SUNY at Fredonia
20386,SUNY College at Geneseo
20387,SUNY College at Geneseo
20388,SUNY College at Geneseo
20389,SUNY College at New Paltz
20390,SUNY College at New Paltz
20391,SUNY College at New Paltz
20392,SUNY College at New Paltz
20393,SUNY College at New Paltz
20394,SUNY College at New Paltz
20395,SUNY College at New Paltz
20396,SUNY College at New Paltz
20397,SUNY College at New Paltz
20398,SUNY Oneonta
20399,SUNY Oneonta
20400,SUNY Oneonta
20401,SUNY Oneonta
20402,SUNY Oneonta
20403,SUNY Oneonta
20404,SUNY Oneonta
20405,SUNY College at Oswego
20406,SUNY College at Oswego
20407,SUNY College at Oswego
20408,SUNY College at Oswego
20409,SUNY College at Oswego
20410,SUNY College at Oswego
20411,SUNY College at Oswego
20412,SUNY College at Oswego
20413,SUNY College at Oswego
20414,SUNY Potsdam
20415,SUNY Potsdam
20416,SUNY Potsdam
20417,SUNY Potsdam
20418,SUNY Potsdam
20419,SUNY Potsdam
20420,SUNY Purchase
20421,SUNY Purchase
20422,SUNY Purchase
20423,SUNY College of Optometry
20424,SUNY College of Optometry
20425,SUNY College of Optometry
20426,SUNY College of Optometry
20427,SUNY College of Optometry
20428,SUNY College of Optometry
20429,SUNY College of Optometry
20430,SUNY College of Optometry
20431,SUNY College of Optometry
20432,SUNY College at Old Westbury
20433,SUNY College at Old Westbury
20434,SUNY College at Plattsburgh
20435,SUNY College at Plattsburgh
20436,SUNY College at Plattsburgh
20437,SUNY College at Plattsburgh
20438,SUNY College at Plattsburgh
20439,SUNY College at Plattsburgh
20440,SUNY College at Plattsburgh
20441,SUNY College at Plattsburgh
20442,SUNY College at Plattsburgh
20443,SUNY College at Plattsburgh
20444,SUNY College at Plattsburgh
20445,SUNY College at Plattsburgh
20446,SUNY Empire State College
20447,SUNY Empire State College
20448,SUNY Empire State College
20449,SUNY Empire State College
20450,SUNY Empire State College
20451,SUNY Empire State College
20452,SUNY Empire State College
20453,SUNY Empire State College
20454,SUNY Empire State College
20455,SUNY Empire State College
20456,SUNY Empire State College
20457,SUNY Empire State College
20458,SUNY Empire State College
20459,SUNY Empire State College
20460,SUNY Empire State College
20461,SUNY Empire State College
20462,SUNY Empire State College
20463,SUNY Empire State College
20464,SUNY Empire State College
20465,SUNY Empire State College
20466,SUNY Empire State College
20467,SUNY Empire State College
20468,SUNY Empire State College
20469,SUNY Empire State College
20470,SUNY Empire State College
20471,SUNY Empire State College
20472,SUNY Empire State College
20473,SUNY Empire State College
20474,SUNY Empire State College
20475,SUNY Empire State College
20476,SUNY Empire State College
20477,SUNY Empire State College
20478,SUNY Empire State College
20479,SUNY Empire State College
20480,SUNY Empire State College
20481,SUNY Empire State College
20482,SUNY Empire State College
20483,SUNY Empire State College
20484,SUNY Empire State College
20485,SUNY Empire State College
20486,SUNY Empire State College
20487,SUNY Empire State College
20488,SUNY Empire State College
20489,SUNY Empire State College
20490,SUNY Empire State College
20491,SUNY Empire State College
20492,SUNY Empire State College
20493,SUNY Empire State College
20494,SUNY Empire State College
20495,SUNY Empire State College
20496,SUNY Maritime College
20497,SUNY Upstate Medical University
20498,SUNY Upstate Medical University
20499,SUNY Upstate Medical University
20500,SUNY Upstate Medical University
20501,SUNY Upstate Medical University
20502,SUNY Upstate Medical University
20503,SUNY Upstate Medical University
20504,SUNY Upstate Medical University
20505,SUNY Upstate Medical University
20506,SUNY Upstate Medical University
20507,SUNY Upstate Medical University
20508,SUNY Upstate Medical University
20509,SUNY Upstate Medical University
20510,SUNY Upstate Medical University
20511,Swedish Institute
20512,Swedish Institute
20513,Swedish Institute
20514,Syracuse University
20515,Syracuse University
20516,Syracuse University
20517,Syracuse University
20518,Syracuse University
20519,Syracuse University
20520,Syracuse University
20521,Syracuse University
20522,Syracuse University
20523,Syracuse University
20524,Syracuse University
20525,Syracuse University
20526,Syracuse University
20527,Syracuse University
20528,Syracuse University
20529,Syracuse University
20530,Talmudical Seminary Oholei Torah
20531,Talmudical Institute of Upstate New York
20532,Taylor Business Institute
20533,Teachers College of Columbia University
20534,Teachers College of Columbia University
20535,Teachers College of Columbia University
20536,Teachers College of Columbia University
20537,Teachers College of Columbia University
20538,Teachers College of Columbia University
20539,Teachers College of Columbia University
20540,Teachers College of Columbia University
20541,Technical Career Institutes
20542,Technical Career Institutes
20543,Tompkins-Cortland Community College
20544,Tompkins-Cortland Community College
20545,Tompkins-Cortland Community College
20546,Tompkins-Cortland Community College
20547,Tompkins-Cortland Community College
20548,Torah Temimah Talmudical Seminary
20549,Touro College
20550,Touro College
20551,Touro College
20552,Touro College
20553,Touro College
20554,Touro College
20555,Touro College
20556,Touro College
20557,Touro College
20558,Touro College
20559,Touro College
20560,Touro College
20561,Touro College
20562,Touro College
20563,Touro College
20564,Touro College
20565,Touro College
20566,Touro College
20567,Touro College
20568,Touro College
20569,Touro College
20570,Touro College
20571,Touro College
20572,Touro College
20573,Touro College
20574,Touro College
20575,Touro College
20576,Touro College
20577,Touro College
20578,Touro College
20579,Touro College
20580,Touro College
20581,Touro College
20582,Touro College
20583,Touro College
20584,Touro College
20585,Touro College
20586,Touro College
20587,Triple Cities School of Beauty Culture
20588,Trocaire College
20589,Trocaire College
20590,Trocaire College
20591,Trocaire College
20592,Trocaire College
20593,Trocaire College
20594,Trocaire College
20595,Trocaire College
20596,Troy School of Beauty Culture
20597,Excelsior College
20598,Excelsior College
20599,Excelsior College
20600,Excelsior College
20601,Excelsior College
20602,Excelsior College
20603,Ulster County Community College
20604,Ulster County Community College
20605,Ulster County Community College
20606,Union Graduate College
20607,Union Graduate College
20608,Union Graduate College
20609,Union Graduate College
20610,Union Graduate College
20611,Union Graduate College
20612,Union Theological Seminary
20613,Union Theological Seminary
20614,United Talmudical Seminary
20615,United States Merchant Marine Academy
20616,United States Military Academy
20617,Utica College
20618,Utica College
20619,Utica College
20620,Utica College
20621,Utica College
20622,Utica College
20623,Utica College
20624,Utica College
20625,Utica College
20626,Utica School of Commerce
20627,Northport VA Medical Center
20628,Northport VA Medical Center
20629,Northport VA Medical Center
20630,Vassar College
20631,Vassar College
20632,Villa Maria College Buffalo
20633,Villa Maria College Buffalo
20634,Villa Maria College Buffalo
20635,School of Visual Arts
20636,School of Visual Arts
20637,School of Visual Arts
20638,Wagner College
20639,Wagner College
20640,Wagner College
20641,Wagner College
20642,Wagner College
20643,Wagner College
20644,W.C.A. Hospital
20645,Webb Institute
20646,Wells College
20647,Wells College
20648,The College of Westchester
20649,SUNY Westchester Community College
20650,SUNY Westchester Community College
20651,SUNY Westchester Community College
20652,SUNY Westchester Community College
20653,SUNY Westchester Community College
20654,SUNY Westchester Community College
20655,SUNY Westchester Community College
20656,SUNY Westchester Community College
20657,SUNY Westchester Community College
20658,SUNY Westchester Community College
20659,SUNY Westchester Community College
20660,SUNY Westchester Community College
20661,SUNY Westchester Community College
20662,SUNY Westchester Community College
20663,SUNY Westchester Community College
20664,Westchester School of Beauty Culture
20665,Wood Tobe-Coburn School
20666,Word of Life Bible Institute
20667,Word of Life Bible Institute
20668,Yeshiva Karlin Stolin
20669,Yeshivat Mikdash Melech
20670,Yeshiva Derech Chaim
20671,Yeshiva of Nitra Rabbinical College
20672,Yeshiva Shaar HaTorah
20673,Yeshiva University
20674,Yeshiva University
20675,Yeshiva University
20676,Yeshiva University
20677,Yeshiva University
20678,Yeshiva University
20679,Yeshiva University
20680,Yeshiva University
20681,Yeshiva University
20682,Yeshiva University
20683,Yeshivath Viznitz
20684,Yeshivath Zichron Moshe
20685,College of the Albemarle
20686,College of the Albemarle
20687,College of the Albemarle
20688,College of the Albemarle
20689,College of the Albemarle
20690,South Piedmont Community College
